품목명,가격,브랜드,행사
페리오)칫솔토탈7메디컬허브프레시,3900,EMART24(이마트24),1+1
페리오)프로텍션대용량치약,5900,MINISTOP(미니스톱),1+1
페리오7민트치약,5900,MINISTOP(미니스톱),1+1
페리오토탈7치약,3500,MINISTOP(미니스톱),1+1
페리오휴대용치약칫솔세트,3500,GS25(지에스25),2+1
페브리즈)다우니향370ML,7900,GS25(지에스25),1+1
페브리즈)다우니향용기370ml(New),7900,EMART24(이마트24),1+1
페브리즈)상쾌한향용기370ml(New),7900,EMART24(이마트24),1+1
페브리즈)은은한향용기370ml(New),7900,EMART24(이마트24),1+1
페브리즈)포맨(멘솔)370ML,8900,GS25(지에스25),1+1
페브리즈)포맨370ML,8900,GS25(지에스25),1+1
페브리즈MEN,8900,MINISTOP(미니스톱),1+1
페브리즈다우니에어,8500,MINISTOP(미니스톱),2+1
페브리즈에어(하늘바람),7000,MINISTOP(미니스톱),2+1
페브리즈에어)다우니향275G,8500,GS25(지에스25),2+1
페브리즈에어)라벤더향275G,8200,GS25(지에스25),2+1
페브리즈에어)맑은하늘바람275G,8200,GS25(지에스25),2+1
페브리즈에어)비내린초원275G,8200,GS25(지에스25),2+1
페이스)알파4날면도기,9900,CU(씨유),1+1
페이스)알파4날면도날,9900,CU(씨유),1+1
펩시)스트롱400ml,1700,EMART24(이마트24),2+1
펩시콜라330캔,1400,MINISTOP(미니스톱),1+1
펩시콜라캔330ml,1400,EMART24(이마트24),1+1
포시즌)KF94블랙마스크1P,2700,MINISTOP(미니스톱),1+1
포에버)물광연어마스크팩,3000,7-ELEVEN(세븐일레븐),1+1
포에버)미백연어마스크팩,3000,7-ELEVEN(세븐일레븐),1+1
포인트)립앤아이리무버140ML,10900,GS25(지에스25),2+1
포카리스웨트)분말74g,2000,EMART24(이마트24),1+1
포테토칩오리지날,1500,MINISTOP(미니스톱),2+1
폰타나)그릴드머쉬룸컵수프20G,1900,GS25(지에스25),2+1
폰타나)스위트콘컵수프20G,1900,GS25(지에스25),2+1
폰타나)어니언크림컵수프20G,1900,GS25(지에스25),2+1
폴앤베이크)모카골드20T,4800,MINISTOP(미니스톱),1+1
폴앤베이크)스위트20T,5000,MINISTOP(미니스톱),1+1
폴트)딸기타르트2500,2500,GS25(지에스25),2+1
폴트)초콜릿헤이즐넛타르트2500,2500,GS25(지에스25),2+1
푸드)히말라야사워어니언,2000,CU(씨유),2+1
푸드)히말라야오리지널,2000,CU(씨유),2+1
푸드)히말라야체다치즈,2000,CU(씨유),2+1
푸드사이언스)모닝파워175ml,4000,7-ELEVEN(세븐일레븐),1+1
푸르밀)가나초코우유300ml,1500,7-ELEVEN(세븐일레븐),2+1
푸르밀)가나쵸코우유300ml,1500,CU(씨유),1+1
푸르밀)가나쵸코우유300ml,1500,EMART24(이마트24),2+1
푸르밀)검은콩우유300ml,1500,7-ELEVEN(세븐일레븐),2+1
푸르밀)검은콩우유300ml,1500,CU(씨유),1+1
푸르밀)검은콩이들어있는우유300ml,1500,EMART24(이마트24),2+1
푸르밀)달고나라떼250ml,2000,7-ELEVEN(세븐일레븐),2+1
푸르밀)리얼브루드립라떼250ml,1900,EMART24(이마트24),2+1
푸르밀)리얼브루콜드브류라떼250ml,1900,EMART24(이마트24),2+1
푸르밀)리얼콜드브루라떼,1900,MINISTOP(미니스톱),1+1
푸르밀)비피더스드링킹블루베리300ml,1600,EMART24(이마트24),1+1
푸르밀)비피더스드링킹사과300ml,1600,EMART24(이마트24),1+1
푸르밀)비피더스블루베리300ml,1600,7-ELEVEN(세븐일레븐),2+1
푸르밀)비피더스사과300ml,1600,7-ELEVEN(세븐일레븐),2+1
푸르밀)생초콜릿라떼250,1900,CU(씨유),2+1
푸르밀)설빙인절미라떼250,2300,CU(씨유),2+1
푸르밀)설빙인절미라떼250ML,2300,GS25(지에스25),2+1
푸르밀)설빙인절미라떼250ml,2300,7-ELEVEN(세븐일레븐),2+1
푸르밀)설빙인절미라떼250ml,2300,EMART24(이마트24),2+1
푸르밀)설빙흑임자라떼250,2300,CU(씨유),2+1
푸르밀)설빙흑임자라떼250ML,2300,GS25(지에스25),2+1
푸르밀)설빙흑임자라떼250ml,2300,EMART24(이마트24),2+1
푸르밀)설빙흑임자라떼250ml,2300,7-ELEVEN(세븐일레븐),2+1
푸르밀)카라멜마끼아또컵200ml,1600,EMART24(이마트24),2+1
푸르밀)카페라떼컵200ml,1600,EMART24(이마트24),2+1
푸르밀)카페모카컵200ml,1600,EMART24(이마트24),2+1
푸르밀)카페베네라떼컵200ml,1600,7-ELEVEN(세븐일레븐),2+1
푸르밀)카페베네모카컵200ml,1600,7-ELEVEN(세븐일레븐),2+1
푸르밀)칼로바이곡물250ML,2500,GS25(지에스25),2+1
푸르밀)칼로바이초코250ML,2500,GS25(지에스25),2+1
푸르밀)칼로바이프로틴곡물250ml,2500,EMART24(이마트24),2+1
푸르밀)칼로바이프로틴초코250ml,2500,EMART24(이마트24),2+1
푸르밀)파워쉐이크초코250ml,2500,MINISTOP(미니스톱),2+1
푸르밀)퍼펙트파워쉐이크곡물맛,2500,7-ELEVEN(세븐일레븐),2+1
푸르밀)퍼펙트파워쉐이크초코맛,2500,7-ELEVEN(세븐일레븐),2+1
푸르밀)흑당달고나라떼250ml,2000,EMART24(이마트24),2+1
푸르밀)흑당밀크티250ml,2000,EMART24(이마트24),2+1
푸르밀)흑당밀크티250ml,2000,7-ELEVEN(세븐일레븐),2+1
푸르밀)흑당카페라떼250ml,2000,EMART24(이마트24),2+1
푸르밀)흑당카페라떼250ml,2000,MINISTOP(미니스톱),2+1
푸르팁스미니,2200,MINISTOP(미니스톱),2+1
푸짐고기만두호빵(1입),1700,GS25(지에스25),2+1
풀무원)누들떡볶이180G,3000,GS25(지에스25),2+1
풀무원)바디풀(마그네슘)500ml,1600,7-ELEVEN(세븐일레븐),1+1
풀무원)바디풀(칼슘)500ml,1600,7-ELEVEN(세븐일레븐),1+1
풀무원)액티비아딸기210ml,1900,EMART24(이마트24),2+1
풀무원)액티비아복숭아210ml,1900,EMART24(이마트24),2+1
풀무원)액티비아플레인210ml,1900,EMART24(이마트24),2+1
풀무원)올바른샐러드(감자)100g,2200,7-ELEVEN(세븐일레븐),2+1
풀무원)올바른샐러드(콘)100g,2200,7-ELEVEN(세븐일레븐),2+1
풀무원)올바른샐러드고구마100g,2200,7-ELEVEN(세븐일레븐),2+1
풀무원)올바른샐러드단호박100g,2200,7-ELEVEN(세븐일레븐),2+1
풀무원)풀무원샘물,900,7-ELEVEN(세븐일레븐),1+1
풀무원샘물500ml,900,MINISTOP(미니스톱),1+1
퓨리나)베긴베이컨스트립(오리지날)170g,7900,EMART24(이마트24),2+1
퓨리나)베긴스트립베이컨,5900,CU(씨유),2+1
퓨리나)알포성견용1.5KG,12700,EMART24(이마트24),2+1
퓨리나)캣차우1.5kg,13900,EMART24(이마트24),2+1
퓨어라이프생수500ml,800,MINISTOP(미니스톱),1+1
퓨어모히또주방세제(750ml),9900,MINISTOP(미니스톱),1+1
프란찌)녹차크림쿠키58g,2000,EMART24(이마트24),2+1
프란찌)요거트초코쿠키58g,2000,EMART24(이마트24),2+1
프레쉬팝모히또두피샴푸,15000,MINISTOP(미니스톱),1+1
프레시)서울우유초코파인,9800,CU(씨유),2+1
프레시)서울우유파인트,9800,CU(씨유),2+1
프레주한라봉제주감귤240캔,1000,MINISTOP(미니스톱),2+1
프레첼갈릭버터1500,1500,EMART24(이마트24),2+1
프레첼체다치즈1500,1500,EMART24(이마트24),2+1
프렌치로스터리에스프레소250,2000,MINISTOP(미니스톱),2+1
프렌치마키아또200,1500,MINISTOP(미니스톱),2+1
프렌치몽블랑라떼320,2500,MINISTOP(미니스톱),2+1
프렌치프레첼,2800,GS25(지에스25),2+1
프로폴리테라)바디워시,10900,CU(씨유),1+1
프로폴리테라)샴푸170ml,10900,CU(씨유),1+1
프리미엄)몽블랑데니쉬,1500,EMART24(이마트24),2+1
프리미엄)부드러운치즈스콘,1500,EMART24(이마트24),2+1
프리미엄)스위트아몬드크로와상,1500,EMART24(이마트24),2+1
프리미엄훼이셜각티슈200매*3입,8000,GS25(지에스25),1+1
프리젤민트향캔디,1000,MINISTOP(미니스톱),1+1
프링글스)마늘감자맛110g,3500,CU(씨유),2+1
프링글스)스위트칠리110g,3500,CU(씨유),2+1
프링글스)양파110g,3500,CU(씨유),2+1
프링글스)오리지널110g,3500,CU(씨유),2+1
프링글스)크리미쉬림프110,3500,CU(씨유),2+1
프링글스)핫스파이시110g,3500,CU(씨유),2+1
프링글스매운맛(소)1700,1700,GS25(지에스25),2+1
프링글스매콤한맛(대),3500,GS25(지에스25),2+1
프링글스양파53G(소),1700,GS25(지에스25),2+1
프링글스양파맛(대),3500,GS25(지에스25),2+1
프링글스오리지날(대),3500,GS25(지에스25),2+1
프링글스오리지날53G(소),1700,GS25(지에스25),2+1
프링글스오리지날53g,1700,MINISTOP(미니스톱),2+1
프링글스치즈맛(대),3500,GS25(지에스25),2+1
프링글스크리미쉬림프(대)3500,3500,GS25(지에스25),2+1
프링글스클래식(대),3500,GS25(지에스25),2+1
프링글스클래식(소),1700,GS25(지에스25),2+1
피니)테니스볼모양껌20g,500,EMART24(이마트24),2+1
피시스넥스파이스맛,1500,MINISTOP(미니스톱),2+1
피오디레몬즙200ml,1900,MINISTOP(미니스톱),2+1
피죤)고농축라피에스타리필1.6L,10900,7-ELEVEN(세븐일레븐),1+1
피죤)리치퍼퓸(미스틱레인)1L,9900,GS25(지에스25),1+1
피죤)리치퍼퓸(미스틱레인)80ML,3900,GS25(지에스25),1+1
피죤)리치퍼퓸아이스플라워80ML,3900,GS25(지에스25),1+1
피죤)스프레이80ml(미스틱레인),3900,7-ELEVEN(세븐일레븐),1+1
피죤)스프레이80ml(플라워퍼퓸),3900,7-ELEVEN(세븐일레븐),1+1
피죤)액츠프리미엄(유칼립튜스)1,9000,7-ELEVEN(세븐일레븐),1+1
피죤)액츠프리미엄(프레시)1L,9000,7-ELEVEN(세븐일레븐),1+1
피죤)액츠후레쉬(겸용)1.4L,10900,7-ELEVEN(세븐일레븐),1+1
피죤)피죤블루비앙카리필1.6L,4900,7-ELEVEN(세븐일레븐),1+1
피죤)피죤핑크로즈리필1.6L,4900,7-ELEVEN(세븐일레븐),1+1
피죤)핑크로즈490ML,9000,GS25(지에스25),1+1
피죤액츠1.4L,10900,GS25(지에스25),1+1
필슨)비말프리미엄1입_AD,950,CU(씨유),2+1
필슨엠)KF80황사마스크,2200,MINISTOP(미니스톱),2+1
필슨엠)하늬KF94마스크,2500,MINISTOP(미니스톱),2+1
핑크솔트담은치약,4900,MINISTOP(미니스톱),1+1
하기스)내츄럴케어물티슈(캡형)72매,6000,EMART24(이마트24),1+1
하늘)도티초코뾰잉2400,2400,GS25(지에스25),1+1
하늘)쇼콜라에스프레소1800,1800,GS25(지에스25),1+1
하늘)포보베트남쌀국수,1600,CU(씨유),2+1
하늘보리1L,2000,MINISTOP(미니스톱),2+1
하리보)메가룰렛45g,1000,EMART24(이마트24),1+1
하리보)메가룰렛사우어45g,1000,EMART24(이마트24),1+1
하리보)해피그레이프100g,1800,EMART24(이마트24),2+1
하리보)해피그레이프1800,1800,GS25(지에스25),2+1
하림)간장닭강정250g,6000,EMART24(이마트24),2+1
하림)고양이간식(캔/닭가슴살)90,2200,GS25(지에스25),2+1
하림)매콤닭강정250g,6000,EMART24(이마트24),2+1
하림)모짜렐라치즈볼140g,6000,EMART24(이마트24),2+1
하림)애견간식(캔/닭가슴살)90G,2200,GS25(지에스25),2+1
하림)훈제계란2입,1900,CU(씨유),2+1
하림펫)더리얼퍼프오리지널,2800,7-ELEVEN(세븐일레븐),2+1
하이랜드밀크커피180ml,1200,EMART24(이마트24),1+1
하이트)블랙보리340ML,1200,GS25(지에스25),2+1
하이트)블랙보리520ML,1600,GS25(지에스25),2+1
하이트)블랙보리라이트,1500,CU(씨유),2+1
하이트)블랙보리라이트520ML,1500,GS25(지에스25),2+1
하이트)진로토닉워터300ml,1400,CU(씨유),2+1
하이트)토닉워터깔라만시P,1400,CU(씨유),2+1
하이트제로(무알콜)355ml,1500,EMART24(이마트24),2+1
하이트제로캔,1450,MINISTOP(미니스톱),2+1
하이트제로캔(무알콜),1450,CU(씨유),2+1
하임쵸코1500,1500,MINISTOP(미니스톱),2+1
한강공원)천연펄프물티슈180매,5500,GS25(지에스25),1+1
한국)몽베스트생수330ml,700,7-ELEVEN(세븐일레븐),1+1
한국)몽베스트생수500ml,900,7-ELEVEN(세븐일레븐),1+1
한끼소불고기(언양식)150G냉동,5800,GS25(지에스25),1+1
한끼오리오븐구이,6900,GS25(지에스25),1+1
한끼함박스테이크150G(냉동),4900,GS25(지에스25),1+1
한독)레디큐120ML,5000,GS25(지에스25),1+1
한독)레디큐120ml,5000,7-ELEVEN(세븐일레븐),1+1
한독)레디큐캔120ml,5000,CU(씨유),2+1
한독)레디큐프로120ML,6000,GS25(지에스25),2+1
한독)레디큐프로120ml,6000,7-ELEVEN(세븐일레븐),2+1
한독)레디큐프로캔120ml,6000,CU(씨유),2+1
한미헛개숙취세트,5000,MINISTOP(미니스톱),1+1
한산)마시는고려은단비타민C100m,700,7-ELEVEN(세븐일레븐),2+1
한성)각잡다80G,2000,GS25(지에스25),2+1
한성)각잡다비엔나100g,2500,MINISTOP(미니스톱),2+1
한성)각잡다비엔나소시지100g,2500,EMART24(이마트24),2+1
한성)각잡다소시지100g,2500,7-ELEVEN(세븐일레븐),2+1
한성)각잡다후랑크,2500,CU(씨유),2+1
한성)몬스터크랩142g,3300,7-ELEVEN(세븐일레븐),2+1
한성)몬스터후랑크,1900,CU(씨유),2+1
한성)바다에서왔닥레몬100g,2900,EMART24(이마트24),2+1
한성)바다에서왔닥허브페퍼100g,2900,7-ELEVEN(세븐일레븐),2+1
한성)바다에서왔닥허브페퍼100g,2900,EMART24(이마트24),2+1
한성)바다왔닥허브페퍼,2900,CU(씨유),2+1
한성)배즙숙성구이맛후랑크70G,1500,GS25(지에스25),2+1
한성)배즙숙성숯불구이맛후랑크바,1500,EMART24(이마트24),2+1
한성)배즙숙성후랑크,1500,CU(씨유),2+1
한성)배즙숙성후랑크70g,1500,7-ELEVEN(세븐일레븐),2+1
한성)살코기참치150g,3000,MINISTOP(미니스톱),2+1
한성)크래미90G,2200,GS25(지에스25),2+1
한성)통통하게맛살,2000,CU(씨유),2+1
한스팜)1+등급란10입,4900,7-ELEVEN(세븐일레븐),1+1
한울)꼬마볶음김치100G,1200,GS25(지에스25),2+1
한울)꼬마볶음김치100g,1200,7-ELEVEN(세븐일레븐),2+1
핫브루바닐라라떼270ml,2500,MINISTOP(미니스톱),2+1
핫식스)더킹스톰330ml,2000,EMART24(이마트24),1+1
핫식스)더킹파워330ml,2000,EMART24(이마트24),1+1
핫식스)더킹펀치330ml,2000,EMART24(이마트24),1+1
핫식스)더킹포스330ml,2000,EMART24(이마트24),1+1
핫식스)자몽캔250ml,1400,EMART24(이마트24),2+1
핫식스)캔250ml,1400,EMART24(이마트24),2+1
핫식스)팬시캔디캔250ml,1400,EMART24(이마트24),2+1
핫식스250캔,1400,MINISTOP(미니스톱),2+1
핫식스더킹파워330캔,2000,MINISTOP(미니스톱),1+1
핫초코오리지날,5500,MINISTOP(미니스톱),2+1
핫휠)DIY미니카,4900,CU(씨유),3+1
해광)달고나라떼275ML,2500,GS25(지에스25),2+1
해광)머거본커피땅콩라떼275ml,2500,7-ELEVEN(세븐일레븐),2+1
해태)GS부라보콘150ML,1800,GS25(지에스25),2+1
해태)갈배사이다355ml캔,1600,7-ELEVEN(세븐일레븐),2+1
해태)갈배사이다500ml,2000,EMART24(이마트24),2+1
해태)갈배사이다PET500ML,2000,GS25(지에스25),1+1
해태)갈아만든배500ML,2000,GS25(지에스25),2+1
해태)갈아만든배500ml,2000,EMART24(이마트24),2+1
해태)갈아만든배P500ml,2000,CU(씨유),2+1
해태)강원평창수2.0L,1400,GS25(지에스25),2+1
해태)계란과자2000,2000,MINISTOP(미니스톱),2+1
해태)고향김치만두450g,5000,EMART24(이마트24),2+1
해태)고향만두415G,4500,GS25(지에스25),2+1
해태)고향만두415g,4500,EMART24(이마트24),2+1
해태)고향만두415g,4500,CU(씨유),2+1
해태)고향만두샤오롱180g,2900,CU(씨유),2+1
해태)골든드랍흑당밀크티275ml,2200,7-ELEVEN(세븐일레븐),1+1
해태)구론산스파클링150ml,1000,7-ELEVEN(세븐일레븐),2+1
해태)구론산오리지날150ml,1000,7-ELEVEN(세븐일레븐),2+1
해태)구운감자900,900,EMART24(이마트24),2+1
해태)구운감자900,900,MINISTOP(미니스톱),2+1
해태)구운고구마27g,900,EMART24(이마트24),2+1
해태)구운대파,1500,CU(씨유),2+1
해태)구운대파70g,1500,7-ELEVEN(세븐일레븐),2+1
해태)구운대파70g,1500,EMART24(이마트24),2+1
해태)구운양파1500,1500,EMART24(이마트24),2+1
해태)누가바,1000,CU(씨유),2+1
해태)누가바,1000,7-ELEVEN(세븐일레븐),2+1
해태)단호박바,1000,CU(씨유),1+1
해태)듀엣초코바나나,1000,CU(씨유),2+1
해태)듀엣초코바나나바70ml,1000,7-ELEVEN(세븐일레븐),2+1
해태)딸기맛웨하스50g,900,EMART24(이마트24),2+1
해태)롤리폴리초코62g,1500,EMART24(이마트24),2+1
해태)맛동산2000,2000,GS25(지에스25),2+1
해태)맛동산90g,2000,EMART24(이마트24),2+1
해태)맛동산90g,2000,7-ELEVEN(세븐일레븐),2+1
해태)맛동산블랙90g,2000,7-ELEVEN(세븐일레븐),2+1
해태)맛볼1500,1500,GS25(지에스25),2+1
해태)무지방우유홈런볼1500,1500,EMART24(이마트24),2+1
해태)바밤바63ml,1000,7-ELEVEN(세븐일레븐),2+1
해태)바밤바골드,1000,CU(씨유),2+1
해태)버터링1500,1500,EMART24(이마트24),2+1
해태)버터링1500,1500,7-ELEVEN(세븐일레븐),2+1
해태)부라보검은콩샌드,1800,CU(씨유),2+1
해태)부라보바닐라150ml,1800,7-ELEVEN(세븐일레븐),2+1
해태)부라보바닐라콘,1800,CU(씨유),2+1
해태)부라보샌드180ML,1800,GS25(지에스25),2+1
해태)부라보샌드180ml,1800,7-ELEVEN(세븐일레븐),2+1
해태)부라보소프트카카오140ML,1800,GS25(지에스25),2+1
해태)부라보소프트콘140ML,1800,GS25(지에스25),2+1
해태)부라보소프트콘카카오140ml,1800,7-ELEVEN(세븐일레븐),2+1
해태)부라보콘검은콩,1800,CU(씨유),2+1
해태)빠닭1500,1500,GS25(지에스25),2+1
해태)빠닭후라이드치킨맛,1500,CU(씨유),2+1
해태)빠새1500,1500,GS25(지에스25),2+1
해태)사브레1500,1500,CU(씨유),2+1
해태)사브레84g,1500,7-ELEVEN(세븐일레븐),2+1
해태)사브레84g,1500,EMART24(이마트24),2+1
해태)생생감자칩구운양파,1500,CU(씨유),2+1
해태)생생감자칩구운양파맛60g,1500,7-ELEVEN(세븐일레븐),2+1
해태)생생감자칩다시마소금맛60g,1500,7-ELEVEN(세븐일레븐),2+1
해태)생생감자칩다시소금,1500,CU(씨유),2+1
해태)세븐카페에이스3번들,3000,7-ELEVEN(세븐일레븐),1+1
해태)신쫄이맥스딸기맛42g,1200,7-ELEVEN(세븐일레븐),1+1
해태)신쫄이맥스콜라맛42g,1200,7-ELEVEN(세븐일레븐),1+1
해태)쌍쌍바,1000,CU(씨유),2+1
해태)쌍쌍바67ml,1000,7-ELEVEN(세븐일레븐),2+1
해태)쌍쌍바미숫가루,1000,CU(씨유),2+1
해태)썬키스트1200,1200,7-ELEVEN(세븐일레븐),2+1
해태)썬키스트모과생강280ml,1600,7-ELEVEN(세븐일레븐),2+1
해태)썬키스트허니유자280ML,1600,GS25(지에스25),2+1
해태)썬키스트허니유자280ml,1600,7-ELEVEN(세븐일레븐),2+1
해태)아이스가이레몬200ml,2000,7-ELEVEN(세븐일레븐),2+1
해태)아카시아껌1000,1000,CU(씨유),2+1
해태)아티제리치블랙500ml,2500,CU(씨유),2+1
해태)아티제리치블랙500ml,2500,7-ELEVEN(세븐일레븐),2+1
해태)아티제티라떼500ml,2500,CU(씨유),2+1
해태)알사탕1200,1200,7-ELEVEN(세븐일레븐),2+1
해태)에이스,1500,CU(씨유),2+1
해태)에이스,1500,7-ELEVEN(세븐일레븐),2+1
해태)연양갱900,900,GS25(지에스25),2+1
해태)오리지날계란과자70g,2000,EMART24(이마트24),2+1
해태)오사쯔60g,1500,EMART24(이마트24),2+1
해태)오예스360g,6000,7-ELEVEN(세븐일레븐),2+1
해태)오예스콜드브루360g,6000,7-ELEVEN(세븐일레븐),2+1
해태)오예스쿠키앤크림360g,6000,7-ELEVEN(세븐일레븐),2+1
해태)은단껌1000,1000,CU(씨유),2+1
해태)인절미시모나,1800,CU(씨유),2+1
